loan_id,account_id,amount,duration,payments,status,year,month,day,fulldate,location,purpose
L00005533,A00002762,111384,24,4641,A,2014,7,5,2014-07-05,29,home
L00005034,A00000303,112752,36,3132,C,2018,5,30,2018-05-30,70,home
L00007091,A00010243,113436,36,3151,C,2018,9,22,2018-09-22,1,home
L00007213,A00010884,113544,36,3154,C,2016,2,13,2016-02-13,1,home
L00006985,A00009731,113796,36,3161,A,2015,11,22,2015-11-22,1,home
L00007233,A00010963,115812,36,3217,C,2016,12,25,2016-12-25,1,home
L00007192,A00010738,115992,36,3222,A,2014,12,21,2014-12-21,1,home
L00006984,A00009730,116040,60,1934,C,2017,8,15,2017-08-15,1,home
L00006353,A00006686,116496,24,4854,C,2017,12,25,2017-12-25,1,home
L00006934,A00009494,116832,12,9736,A,2017,2,9,2017-02-09,1,home
L00005997,A00004894,117024,24,4876,A,2013,11,4,2013-11-04,1,home
L00006076,A00005269,117420,60,1957,C,2017,2,2,2017-02-02,1,home
L00007250,A00011069,119136,48,2482,C,2017,3,4,2017-03-04,1,home
L00006919,A00009403,120888,36,3358,A,2014,8,5,2014-08-05,1,home
L00007061,A00010105,121896,24,5079,A,2014,8,27,2014-08-27,1,home
L00006866,A00009201,122472,24,5103,C,2018,2,5,2018-02-05,1,home
L00005610,A00003112,123216,48,2567,C,2016,2,24,2016-02-24,18,home
L00005260,A00001480,123300,36,3425,C,2018,1,19,2018-01-19,64,home
L00007130,A00010411,123408,24,5142,A,2016,12,11,2016-12-11,1,home
L00006190,A00005794,123600,60,2060,C,2016,5,6,2016-05-06,1,home
L00005032,A00000290,123696,48,2577,A,2014,11,3,2014-11-03,70,home
L00006386,A00006856,124344,36,3454,C,2017,4,30,2017-04-30,1,home
L00006785,A00008899,125340,60,2089,C,2015,12,25,2015-12-25,1,home
L00005245,A00001407,125472,24,5228,C,2018,1,17,2018-01-17,64,home
L00005241,A00001389,125472,24,5228,C,2018,9,2,2018-09-02,64,home
L00006996,A00009828,126600,24,5275,A,2015,4,13,2015-04-13,1,home
L00006863,A00009188,127080,60,2118,A,2013,7,28,2013-07-28,1,home
L00006355,A00006699,127200,48,2650,C,2017,9,24,2017-09-24,1,home
L00006641,A00008026,128268,36,3563,C,2017,9,9,2017-09-09,1,home
L00005206,A00001242,128544,24,5356,C,2017,9,7,2017-09-07,64,home
L00006013,A00004995,128988,36,3583,D,2016,2,3,2016-02-03,1,home
L00006075,A00005267,129312,24,5388,D,2017,11,26,2017-11-26,1,home
L00007308,A00011362,129408,24,5392,A,2016,12,27,2016-12-27,1,home
L00006544,A00007594,130464,48,2718,C,2017,12,11,2017-12-11,1,home
L00005616,A00003143,130896,24,5454,C,2018,5,15,2018-05-15,18,home
L00007220,A00010911,131292,36,3647,A,2014,7,28,2014-07-28,1,home
L00007151,A00010493,133800,24,5575,C,2018,2,18,2018-02-18,1,home
L00005773,A00003907,133848,24,5577,C,2018,3,16,2018-03-16,1,home
L00006992,A00009790,133968,48,2791,C,2016,7,27,2016-07-27,1,home
L00006694,A00008316,134784,24,5616,A,2015,3,19,2015-03-19,1,home
L00005900,A00004503,135360,48,2820,C,2016,1,1,2016-01-01,1,home
L00005501,A00002622,136344,24,5681,C,2018,5,21,2018-05-21,46,home
L00007067,A00010134,136368,24,5682,C,2018,1,11,2018-01-11,1,home
L00006358,A00006715,137880,60,2298,D,2015,1,14,2015-01-14,1,home
L00005805,A00004081,137904,24,5746,B,2015,11,28,2015-11-28,1,home
L00005415,A00002236,139464,36,3874,D,2016,9,26,2016-09-26,59,home
L00006402,A00006922,139488,24,5812,C,2018,12,6,2018-12-06,1,home
L00006965,A00009656,139536,24,5814,A,2015,6,13,2015-06-13,1,home
L00006571,A00007733,140064,24,5836,C,2018,5,12,2018-05-12,1,home
L00006645,A00008041,140400,36,3900,A,2014,11,6,2014-11-06,1,home
L00007202,A00010812,140688,48,2931,C,2018,5,29,2018-05-29,1,home
L00005683,A00003460,140688,48,2931,C,2018,5,29,2018-05-29,1,home
L00006136,A00005572,140880,60,2348,C,2018,4,19,2018-04-19,1,home
L00006216,A00005952,141240,24,5885,A,2014,9,30,2014-09-30,1,home
L00005988,A00004851,141648,24,5902,A,2016,8,22,2016-08-22,1,home
L00005301,A00001698,141948,36,3943,C,2016,7,6,2016-07-06,64,home
L00005320,A00001819,143676,36,3991,C,2018,1,11,2018-01-11,64,home
L00006004,A00004937,143904,24,5996,A,2014,7,23,2014-07-23,1,home
L00006632,A00007990,144960,48,3020,C,2018,4,23,2018-04-23,1,home
L00005656,A00003353,146064,24,6086,C,2017,2,9,2017-02-09,59,home
L00005210,A00001252,148140,36,4115,C,2017,4,1,2017-04-01,64,home
L00007246,A00011054,148920,60,2482,C,2016,8,20,2016-08-20,1,home
L00005189,A00001166,149040,48,3105,A,2014,2,7,2014-02-07,64,home
L00006103,A00005385,149340,60,2489,C,2014,4,7,2014-04-07,1,home
L00006010,A00004969,150180,60,2503,C,2017,3,6,2017-03-06,1,home
L00006313,A00006461,150912,36,4192,C,2017,6,15,2017-06-15,1,home
L00005815,A00004116,151200,36,4200,C,2018,6,3,2018-06-03,1,home
L00007137,A00010439,151560,24,6315,A,2014,6,3,2014-06-03,1,home
L00006986,A00009750,151728,48,3161,D,2015,2,11,2015-02-11,1,home
L00006486,A00007240,152160,60,2536,C,2018,1,15,2018-01-15,1,home
L00007221,A00010915,152460,60,2541,C,2018,6,11,2018-06-11,1,home
L00006607,A00007894,153144,36,4254,C,2017,10,21,2017-10-21,1,home
L00006541,A00007565,153504,48,3198,C,2017,8,17,2017-08-17,1,home
L00005765,A00003875,153936,24,6414,C,2018,2,10,2018-02-10,1,home
L00007235,A00010973,154416,48,3217,A,2013,10,13,2013-10-13,1,home
L00007189,A00010728,154656,48,3222,C,2016,3,21,2016-03-21,1,home
L00006818,A00009030,155616,48,3242,C,2016,12,12,2016-12-12,1,home
L00005591,A00003021,155616,48,3242,C,2016,12,4,2016-12-04,18,home
L00006471,A00007184,155640,24,6485,A,2016,8,4,2016-08-04,1,home
L00007279,A00011244,155760,24,6490,C,2017,12,11,2017-12-11,1,home
L00006667,A00008127,155880,24,6495,A,2016,7,15,2016-07-15,1,home
L00005124,A00000785,156096,36,4336,C,2018,2,12,2018-02-12,64,home
L00005527,A00002728,156420,60,2607,C,2018,6,15,2018-06-15,1,home
L00005453,A00002361,156672,36,4352,A,2015,4,1,2015-04-01,59,home
L00006948,A00009560,157068,36,4363,C,2018,3,15,2018-03-15,1,home
L00006104,A00005395,158184,36,4394,C,2017,9,5,2017-09-05,1,home
L00005713,A00003629,158760,60,2646,C,2015,5,30,2015-05-30,1,home
L00005804,A00004079,158976,48,3312,C,2015,4,5,2015-04-05,1,home
L00005451,A00002350,159744,48,3328,C,2017,5,11,2017-05-11,59,home
L00006633,A00007997,160656,24,6694,C,2018,2,5,2018-02-05,1,home
L00005027,A00000276,160920,36,4470,C,2018,12,2,2018-12-02,1,home
L00005706,A00003608,161496,36,4486,C,2016,5,24,2016-05-24,1,home
L00005337,A00001886,162468,36,4513,C,2016,7,31,2016-07-31,64,home
L00004990,A00000110,162576,36,4516,C,2017,9,8,2017-09-08,1,home
L00005942,A00004681,162624,48,3388,C,2017,3,15,2017-03-15,1,home
L00006856,A00009156,163332,36,4537,C,2018,12,1,2018-12-01,1,home
L00005269,A00001527,164052,36,4557,B,2014,11,19,2014-11-19,64,home
L00005850,A00004293,164196,36,4561,C,2017,5,22,2017-05-22,1,home
L00006871,A00009225,164256,48,3422,C,2017,4,13,2017-04-13,1,home
L00005482,A00002496,165120,60,2752,C,2016,1,12,2016-01-12,59,home
L00006014,A00004999,165168,36,4588,C,2017,5,18,2017-05-18,1,home
L00005265,A00001498,165780,60,2763,C,2018,10,7,2018-10-07,64,home
L00004973,A00000067,165960,24,6915,A,2016,5,2,2016-05-02,1,home
L00005316,A00001801,165960,36,4610,A,2013,7,11,2013-07-11,64,home
L00007055,A00010079,167100,60,2785,C,2014,4,6,2014-04-06,1,home
L00005956,A00004725,168264,36,4674,C,2017,11,4,2017-11-04,1,home
L00007241,A00011021,168984,24,7041,B,2015,3,4,2015-03-04,1,home
L00005390,A00002167,170256,24,7094,A,2014,10,30,2014-10-30,59,home
L00006552,A00007632,170448,48,3551,C,2018,1,8,2018-01-08,1,home
L00006755,A00008713,170700,60,2845,C,2018,7,24,2018-07-24,1,home
L00006078,A00005283,170832,48,3559,C,2018,9,9,2018-09-09,1,home
L00006841,A00009104,172080,48,3585,A,2014,8,7,2014-08-07,1,home
L00005304,A00001718,172272,24,7178,C,2018,8,20,2018-08-20,64,home
L00006734,A00008547,173016,36,4806,C,2016,5,30,2016-05-30,1,home
L00006066,A00005228,173808,24,7242,A,2014,7,11,2014-07-11,1,home
L00006732,A00008533,174048,48,3626,C,2016,9,19,2016-09-19,1,home
L00006111,A00005428,174744,24,7281,B,2013,9,24,2013-09-24,1,home
L00006112,A00005442,174744,24,7281,B,2014,6,17,2014-06-17,1,home
L00005698,A00003556,174840,60,2914,C,2018,9,22,2018-09-22,1,home
L00005699,A00003562,174960,24,7290,C,2018,5,24,2018-05-24,1,home
L00006961,A00009645,176148,36,4893,C,2016,6,6,2016-06-06,1,home
L00005360,A00002035,176328,36,4898,C,2018,1,25,2018-01-25,59,home
L00006147,A00005602,177504,48,3698,C,2017,12,28,2017-12-28,1,home
L00005624,A00003166,177744,48,3703,D,2015,1,3,2015-01-03,18,home
L00006196,A00005837,177804,36,4939,C,2017,9,14,2017-09-14,1,home
L00005140,A00000873,178500,60,2975,C,2018,2,24,2018-02-24,64,home
L00006011,A00004981,179328,48,3736,C,2016,11,28,2016-11-28,1,home
L00006302,A00006397,181020,60,3017,C,2016,9,16,2016-09-16,1,home
L00005409,A00002218,182040,60,3034,C,2015,11,18,2015-11-18,59,home
L00007262,A00011135,182628,36,5073,A,2014,3,1,2014-03-01,1,home
L00005209,A00001250,182640,48,3805,C,2016,11,25,2016-11-25,64,home
L00006207,A00005912,184620,60,3077,C,2018,6,23,2018-06-23,1,home
L00005226,A00001318,185544,36,5154,C,2018,10,11,2018-10-11,64,home
L00006746,A00008639,185640,60,3094,C,2018,6,6,2018-06-06,1,home
L00005414,A00002228,185952,48,3874,C,2015,3,29,2015-03-29,59,home
L00006793,A00008931,186300,60,3105,C,2017,1,30,2017-01-30,1,home
L00006810,A00009006,186384,48,3883,C,2016,6,8,2016-06-08,1,home
L00005136,A00000846,187104,24,7796,A,2016,7,28,2016-07-28,64,home
L00005045,A00000347,187224,24,7801,B,2015,5,1,2015-05-01,70,home
L00005158,A00001004,188532,36,5237,C,2018,4,11,2018-04-11,64,home
L00006908,A00009353,188616,24,7859,C,2017,6,8,2017-06-08,1,home
L00006933,A00009493,188688,48,3931,C,2015,9,9,2015-09-09,1,home
L00005151,A00000960,189060,60,3151,C,2015,5,24,2015-05-24,64,home
L00006836,A00009093,189300,60,3155,C,2014,8,3,2014-08-03,1,home
L00006594,A00007824,189696,24,7904,B,2014,9,28,2014-09-28,1,home
L00006589,A00007815,189696,24,7904,A,2016,1,1,2016-01-01,1,home
L00005293,A00001656,189792,48,3954,C,2018,10,29,2018-10-29,64,home
L00005270,A00001528,191088,48,3981,C,2017,7,21,2017-07-21,64,home
L00006872,A00009227,191580,60,3193,C,2018,4,29,2018-04-29,1,home
L00006545,A00007606,191880,60,3198,C,2015,12,12,2015-12-12,1,home
L00005176,A00001106,192552,24,8023,B,2014,11,12,2014-11-12,64,home
L00005887,A00004448,192744,36,5354,A,2014,10,3,2014-10-03,1,home
L00005886,A00004447,192744,36,5354,C,2016,10,31,2016-10-31,1,home
L00006072,A00005256,193968,36,5388,A,2014,5,10,2014-05-10,1,home
L00006442,A00007082,194160,48,4045,C,2018,2,8,2018-02-08,1,home
L00005281,A00001580,194256,24,8094,C,2017,11,27,2017-11-27,64,home
L00007129,A00010404,194280,60,3238,C,2018,3,1,2018-03-01,1,home
L00006403,A00006924,194880,48,4060,C,2015,12,5,2015-12-05,1,home
L00007036,A00010019,194940,36,5415,C,2016,9,25,2016-09-25,1,home
L00006580,A00007769,196080,48,4085,A,2014,5,22,2014-05-22,1,home
L00007171,A00010650,196224,48,4088,C,2018,2,24,2018-02-24,1,home
L00005072,A00000472,196800,24,8200,D,2017,4,28,2017-04-28,64,home
L00007226,A00010940,197748,36,5493,A,2014,2,23,2014-02-23,1,home
L00007181,A00010679,197808,24,8242,C,2017,10,2,2017-10-02,1,home
L00007166,A00010630,198240,24,8260,A,2015,6,24,2015-06-24,1,home
L00005450,A00002345,199680,60,3328,C,2014,12,11,2014-12-11,59,home
L00005470,A00002456,200976,48,4187,C,2016,4,15,2016-04-15,59,home
L00005312,A00001772,202788,36,5633,C,2016,3,13,2016-03-13,64,home
L00006097,A00005362,202848,48,4226,C,2017,8,21,2017-08-21,1,home
L00006468,A00007176,203940,60,3399,C,2017,11,30,2017-11-30,1,home
L00005160,A00001011,204000,60,3400,C,2015,12,18,2015-12-18,64,home
L00005963,A00004746,204780,60,3413,C,2017,9,7,2017-09-07,1,home
L00005351,A00001978,205200,36,5700,A,2014,12,4,2014-12-04,59,home
L00005674,A00003418,207264,48,4318,C,2017,6,10,2017-06-10,1,home
L00005126,A00000790,208128,48,4336,B,2014,7,24,2014-07-24,64,home
L00006647,A00008051,208320,48,4340,A,2014,6,1,2014-06-01,1,home
L00007168,A00010645,208332,36,5787,C,2018,7,5,2018-07-05,1,home
L00005334,A00001876,209040,24,8710,C,2018,9,10,2018-09-10,64,home
L00006120,A00005481,209184,48,4358,A,2014,9,11,2014-09-11,1,home
L00005086,A00000525,210384,48,4383,C,2017,7,16,2017-07-16,64,home
L00007035,A00010005,210744,36,5854,C,2018,7,29,2018-07-29,1,home
L00006336,A00006555,212400,36,5900,A,2014,3,31,2014-03-31,1,home
L00005823,A00004144,212976,36,5916,C,2018,6,21,2018-06-21,1,home
L00005989,A00004852,213300,36,5925,C,2016,3,4,2016-03-04,1,home
L00007255,A00011096,213300,60,3555,C,2017,6,9,2017-06-09,1,home
L00005369,A00002080,214596,36,5961,C,2017,9,12,2017-09-12,59,home
L00006861,A00009179,215040,60,3584,C,2018,2,28,2018-02-28,1,home
L00007066,A00010131,215388,36,5983,B,2014,5,2,2014-05-02,1,home
L00005128,A00000808,215616,48,4492,D,2016,4,11,2016-04-11,64,home
L00007243,A00011042,217152,36,6032,A,2015,12,4,2015-12-04,1,home
L00007037,A00010022,218064,48,4543,C,2018,1,3,2018-01-03,1,home
L00005973,A00004784,219456,48,4572,C,2017,11,24,2017-11-24,1,home
L00006660,A00008094,220428,36,6123,C,2017,5,9,2017-05-09,1,home
L00006568,A00007713,220440,60,3674,C,2018,2,25,2018-02-25,1,home
L00006715,A00008411,220620,60,3677,C,2016,5,6,2016-05-06,1,home
L00005876,A00004413,221280,48,4610,C,2015,2,8,2015-02-08,1,home
L00006142,A00005591,221880,60,3698,C,2017,1,21,2017-01-21,1,home
L00005625,A00003189,222180,60,3703,D,2016,12,15,2016-12-15,59,home
L00006686,A00008260,224604,36,6239,A,2014,8,25,2014-08-25,1,home
L00006151,A00005628,225420,60,3757,C,2015,4,25,2015-04-25,1,home
L00006932,A00009491,225504,48,4698,C,2018,6,25,2018-06-25,1,home
L00006808,A00008982,227880,36,6330,A,2014,10,12,2014-10-12,1,home
L00006940,A00009510,228276,36,6341,C,2016,11,22,2016-11-22,1,home
L00006738,A00008566,230220,36,6395,B,2014,9,29,2014-09-29,1,home
L00005428,A00002262,230220,36,6395,C,2018,12,2,2018-12-02,59,home
L00005051,A00000378,230400,60,3840,C,2017,10,11,2017-10-11,70,home
L00005520,A00002699,231168,48,4816,C,2018,8,30,2018-08-30,1,home
L00007057,A00010093,231696,36,6436,A,2015,10,20,2015-10-20,1,home
L00006178,A00005742,232560,48,4845,C,2015,12,16,2015-12-16,1,home
L00006173,A00005724,232560,48,4845,C,2017,1,8,2017-01-08,1,home
L00007049,A00010063,233424,36,6484,C,2017,6,24,2017-06-24,1,home
L00006450,A00007099,234336,48,4882,C,2018,6,10,2018-06-10,1,home
L00006675,A00008158,238716,36,6631,C,2017,11,1,2017-11-01,1,home
L00007088,A00010233,239160,60,3986,C,2017,5,3,2017-05-03,1,home
L00005319,A00001811,239460,60,3991,C,2014,6,23,2014-06-23,64,home
L00006083,A00005305,240528,48,5011,C,2018,3,31,2018-03-31,1,home
L00006748,A00008645,240900,60,4015,C,2018,12,8,2018-12-08,1,home
L00006955,A00009627,244368,48,5091,C,2015,11,22,2015-11-22,1,home
L00005837,A00004260,244560,60,4076,C,2014,6,29,2014-06-29,1,home
L00006698,A00008327,247728,48,5161,C,2016,3,10,2016-03-10,1,home
L00006255,A00006158,247920,48,5165,D,2017,2,8,2017-02-08,1,home
L00006254,A00006157,247920,48,5165,C,2017,12,28,2017-12-28,1,home
L00005310,A00001762,248148,36,6893,A,2015,4,28,2015-04-28,64,home
L00005350,A00001967,249312,48,5194,C,2016,4,21,2016-04-21,59,home
L00007164,A00010613,249792,48,5204,C,2018,8,15,2018-08-15,1,home
L00005060,A00000426,252060,60,4201,D,2014,7,19,2014-07-19,70,home
L00005170,A00001071,253200,60,4220,C,2014,1,20,2014-01-20,64,home
L00005169,A00001068,253200,60,4220,C,2018,9,24,2018-09-24,64,home
L00005606,A00003084,253512,36,7042,D,2016,8,28,2016-08-28,18,home
L00005614,A00003137,253560,60,4226,C,2018,9,21,2018-09-21,18,home
L00006012,A00004994,258444,36,7179,C,2016,8,3,2016-08-03,1,home
L00007104,A00010320,259740,60,4329,A,2013,12,13,2013-12-13,1,home
L00007176,A00010663,260028,36,7223,A,2015,10,28,2015-10-28,1,home
L00006655,A00008085,260400,60,4340,D,2017,10,17,2017-10-17,1,home
L00007122,A00010365,260640,36,7240,D,2017,1,4,2017-01-04,1,home
L00005082,A00000501,262980,60,4383,C,2016,10,24,2016-10-24,64,home
L00006725,A00008489,265320,36,7370,A,2015,6,23,2015-06-23,1,home
L00004988,A00000103,265320,36,7370,D,2017,12,6,2017-12-06,1,home
L00006712,A00008405,266220,60,4437,C,2015,10,14,2015-10-14,1,home
L00007147,A00010478,267600,48,5575,C,2018,1,2,2018-01-02,1,home
L00005556,A00002872,268320,60,4472,C,2017,5,19,2017-05-19,25,home
L00007167,A00010644,269964,36,7499,C,2018,6,18,2018-06-18,1,home
L00006296,A00006358,270384,48,5633,C,2016,8,6,2016-08-06,1,home
L00006244,A00006118,270648,36,7518,B,2015,1,8,2015-01-08,1,home
L00005365,A00002055,271260,60,4521,C,2018,7,19,2018-07-19,59,home
L00005719,A00003664,271584,48,5658,C,2017,9,20,2017-09-20,1,home
L00006851,A00009138,272220,60,4537,D,2017,6,3,2017-06-03,1,home
L00006859,A00009167,272220,60,4537,C,2018,3,7,2018-03-07,1,home
L00005568,A00002933,272520,60,4542,C,2014,5,17,2014-05-17,18,home
L00007240,A00011013,274740,60,4579,A,2013,9,6,2013-09-06,1,home
L00005644,A00003293,276084,36,7669,C,2018,11,27,2018-11-27,59,home
L00006073,A00005263,276300,60,4605,C,2016,11,12,2016-11-12,1,home
L00006232,A00006051,276660,36,7685,B,2014,7,8,2014-07-08,1,home
L00005593,A00003037,277884,36,7719,D,2016,4,18,2016-04-18,18,home
L00006962,A00009646,279072,48,5814,C,2018,4,2,2018-04-02,1,home
L00007295,A00011328,280440,60,4674,C,2018,7,18,2018-07-18,1,home
L00005148,A00000940,284280,60,4738,C,2016,5,29,2016-05-29,64,home
L00006877,A00009241,285240,60,4754,C,2017,6,19,2017-06-19,1,home
L00006153,A00005632,285600,60,4760,C,2015,7,25,2015-07-25,1,home
L00006736,A00008558,288360,60,4806,C,2014,6,14,2014-06-14,1,home
L00006526,A00007523,288468,36,8013,A,2015,1,3,2015-01-03,1,home
L00006435,A00007045,288720,48,6015,C,2017,6,16,2017-06-16,1,home
L00006007,A00004949,289920,48,6040,C,2017,8,30,2017-08-30,1,home
L00006175,A00005735,290700,60,4845,D,2016,2,21,2016-02-21,1,home
L00005354,A00002000,290820,60,4847,C,2018,7,14,2018-07-14,59,home
L00005469,A00002445,293160,60,4886,C,2017,12,26,2017-12-26,59,home
L00005363,A00002051,293880,60,4898,D,2017,4,22,2017-04-22,59,home
L00006350,A00006678,294384,48,6133,C,2017,7,9,2017-07-09,1,home
L00005395,A00002176,299088,36,8308,B,2014,7,30,2014-07-30,59,home
L00005918,A00004576,300204,36,8339,A,2014,6,4,2014-06-04,1,home
L00007001,A00009859,300600,60,5010,C,2017,8,10,2017-08-10,1,home
L00006087,A00005313,300660,60,5011,C,2014,2,27,2014-02-27,1,home
L00007085,A00010202,305424,48,6363,C,2017,6,19,2017-06-19,1,home
L00005758,A00003859,307200,60,5120,D,2017,5,2,2017-05-02,1,home
L00005145,A00000915,309552,48,6449,C,2015,9,16,2015-09-16,64,home
L00006540,A00007562,309600,48,6450,C,2015,12,31,2015-12-31,1,home
L00006695,A00008320,309660,60,5161,C,2017,6,4,2017-06-04,1,home
L00007050,A00010065,311232,48,6484,C,2017,9,23,2017-09-23,1,home
L00007227,A00010942,314520,60,5242,C,2015,10,2,2015-10-02,1,home
L00005435,A00002279,314688,48,6556,C,2018,6,1,2018-06-01,59,home
L00005724,A00003678,316140,60,5269,D,2015,2,5,2015-02-05,1,home
L00007292,A00011317,317460,60,5291,C,2018,11,22,2018-11-22,1,home
L00006028,A00005072,317520,60,5292,C,2017,2,9,2017-02-09,1,home
L00004967,A00000037,318480,60,5308,D,2018,10,14,2018-10-14,1,home
L00006550,A00007614,320592,48,6679,C,2016,5,18,2016-05-18,1,home
L00006063,A00005213,320976,48,6687,D,2016,4,25,2016-04-25,1,home
L00005611,A00003115,321180,60,5353,C,2016,11,15,2016-11-15,18,home
L00005889,A00004456,321240,60,5354,C,2018,2,9,2018-02-09,1,home
L00006235,A00006062,321360,60,5356,C,2018,4,19,2018-04-19,1,home
L00006821,A00009037,321936,48,6707,C,2018,9,15,2018-09-15,1,home
L00006038,A00005120,323472,48,6739,A,2014,8,10,2014-08-10,1,home
L00005865,A00004354,327660,60,5461,C,2018,10,30,2018-10-30,1,home
L00007004,A00009869,331560,60,5526,C,2015,3,15,2015-03-15,1,home
L00005042,A00000330,331584,48,6908,C,2018,7,12,2018-07-12,70,home
L00006705,A00008381,333648,48,6951,D,2017,7,25,2017-07-25,1,home
L00005772,A00003906,334620,60,5577,C,2018,3,8,2018-03-08,1,home
L00005991,A00004858,335184,48,6983,D,2018,7,27,2018-07-27,1,home
L00005532,A00002754,335280,48,6985,C,2017,5,4,2017-05-04,29,home
L00007195,A00010774,339168,48,7066,C,2018,4,23,2018-04-23,1,home
L00006938,A00009504,341280,60,5688,C,2017,3,10,2017-03-10,1,home
L00005418,A00002245,347952,48,7249,C,2015,1,16,2015-01-16,59,home
L00007100,A00010280,348120,60,5802,C,2017,12,31,2017-12-31,1,home
L00006118,A00005477,349392,48,7279,C,2017,10,4,2017-10-04,1,home
L00004989,A00000105,352704,48,7348,C,2018,12,5,2018-12-05,1,home
L00005063,A00000442,357840,48,7455,D,2017,7,10,2017-07-10,70,home
L00006006,A00004948,359760,60,5996,C,2016,11,15,2016-11-15,1,home
L00005494,A00002572,360000,48,7500,C,2016,6,13,2016-06-13,46,home
L00006239,A00006083,360864,48,7518,D,2017,9,28,2017-09-28,1,home
L00006109,A00005422,368880,60,6148,C,2016,6,3,2016-06-03,1,home
L00005041,A00000319,369000,60,6150,C,2017,7,11,2017-07-11,70,home
L00006585,A00007795,372120,60,6202,C,2016,10,29,2016-10-29,1,home
L00006926,A00009455,374760,60,6246,C,2018,2,7,2018-02-07,1,home
L00005563,A00002912,380160,60,6336,C,2016,2,29,2016-02-29,18,home
L00005174,A00001093,385104,48,8023,C,2017,6,13,2017-06-13,64,home
L00007209,A00010857,385560,60,6426,D,2017,11,30,2017-11-30,1,home
L00005318,A00001808,385584,48,8033,C,2018,9,30,2018-09-30,64,home
L00005282,A00001583,388512,48,8094,D,2016,8,24,2016-08-24,64,home
L00005236,A00001374,389136,48,8107,C,2017,9,15,2017-09-15,64,home
L00005589,A00003005,390000,48,8125,C,2018,6,5,2018-06-05,18,home
L00006554,A00007637,390096,48,8127,C,2017,1,29,2017-01-29,1,home
L00006338,A00006592,390660,60,6511,C,2017,8,24,2017-08-24,1,home
L00007271,A00011186,392460,60,6541,C,2016,10,2,2016-10-02,1,home
L00005329,A00001862,396120,60,6602,C,2016,10,16,2016-10-16,64,home
L00006272,A00006226,398640,60,6644,C,2014,12,20,2014-12-20,1,home
L00006055,A00005181,399120,60,6652,C,2017,4,28,2017-04-28,1,home
L00005938,A00004650,402000,60,6700,C,2016,8,25,2016-08-25,1,home
L00005830,A00004190,405780,60,6763,C,2017,8,28,2017-08-28,1,home
L00006237,A00006075,407952,48,8499,D,2018,1,6,2018-01-06,1,home
L00005419,A00002246,415800,60,6930,C,2017,2,5,2017-02-05,59,home
L00006704,A00008377,417060,60,6951,C,2015,6,1,2015-06-01,1,home
L00007154,A00010520,417600,60,6960,C,2016,12,5,2016-12-05,1,home
L00007304,A00011349,419880,60,6998,C,2015,10,29,2015-10-29,1,home
L00007101,A00010297,421008,48,8771,C,2016,11,18,2016-11-18,1,home
L00005491,A00002545,428784,48,8933,C,2018,2,13,2018-02-13,46,home
L00005561,A00002910,437460,60,7291,C,2018,8,29,2018-08-29,18,home
L00005725,A00003679,444864,48,9268,C,2016,7,23,2016-07-23,1,home
L00005731,A00003711,460980,60,7683,D,2017,11,5,2017-11-05,1,home
L00006228,A00006034,464520,60,7742,B,2013,12,1,2013-12-01,1,home
L00005970,A00004774,465072,48,9689,C,2015,7,9,2015-07-09,1,home
L00005976,A00004794,465504,48,9698,D,2017,12,27,2017-12-27,1,home
L00005486,A00002516,466608,48,9721,C,2017,6,13,2017-06-13,46,home
L00005043,A00000339,468060,60,7801,C,2017,12,25,2017-12-25,70,home
L00006625,A00007966,473280,60,7888,D,2017,9,7,2017-09-07,1,home
L00006415,A00006950,475680,48,9910,C,2017,2,12,2017-02-12,1,home
L00007142,A00010451,482940,60,8049,D,2014,12,19,2014-12-19,1,home
L00006436,A00007049,495180,60,8253,C,2018,5,22,2018-05-22,1,home
L00005569,A00002936,504000,60,8400,C,2018,1,20,2018-01-20,18,home
L00005132,A00000817,538500,60,8975,C,2015,2,17,2015-02-17,64,home
L00005447,A00002335,541200,60,9020,D,2017,11,12,2017-11-12,59,home
L00006791,A00008926,566640,60,9444,C,2018,1,23,2018-01-23,1,home
L00006534,A00007542,590820,60,9847,C,2017,10,19,2017-10-19,1,home